chr	b.nr	posrough	pos.start	pos.end	SNP.nr	meanSFA	meanSFApos	meanCor	mCorRank	SmaxmCor	SmaxmCorRank	7500Smax	7500SmaxR	7500Cor	7500CorR	7500SmaxCor	3500Smax	3500SmaxR	3500Cor	3500CorR	3500SmaxCor	7vs3	7vs3R	3vs7	3vs7R	genes
1	1	(7.53e+05,1.75e+06]	752566	1752566	115	12.0115098826254	30.5346191657694	0.0992710859343929	0.982725527831094	-1.93234949354059	0.017274472168906	21.2359548438202	29.7312859884837	0.127977852541991	0.925911708253359	-2.59394649298163	0	14.3570057581574	0.0462143502027552	0.659117082533589	-1.6472178181673	-0.884232048279342	0.16084452975048	-0.122039554282645	0.33742802303263	AL645608.2, SAMD11, AL645608.1, NOC2L, KLHL17, PLEKHN1, C1orf170, HES4, ISG15, AGRN, RNF223, C1orf159, TTLL10, TNFRSF18, TNFRSF4, SDF4, B3GALT6, FAM132A, UBE2J2, SCNN1D, ACAP3, PUSL1, CPSF3L, GLTPD1, TAS1R3, DVL1, MXRA8, AURKAIP1, CCNL2, RP4-758J18.2, MRPL20, ANKRD65, TMEM88B, VWA1, ATAD3C, ATAD3B, ATAD3A, TMEM240, SSU72, AL645728.1, C1orf233, MIB2, MMP23B, CDK11B, SLC35E2B, CDK11A, SLC35E2, NADK, GNB1
1	2	(1.75e+06,2.75e+06]	1752566	2752566	262	30.0904354349137	49.5384111230748	0.0488257370856628	0.617658349328215	-0.0225374171464182	0.554702495201535	32.3595502382022	46.1612284069098	0.118968085192566	0.892130518234165	-0.456691305921558	73.8202239808989	76.0460652591171	0.0238710327881938	0.408061420345489	0.62174647780382	-0.270333202967771	0.32552783109405	0.0670674703504312	0.623800383877159	GNB1, CALML6, TMEM52, C1orf222, GABRD, PRKCZ, C1orf86, AL590822.2, AL590822.1, SKI, MORN1, AL589739.1, RER1, PEX10, PLCH2, PANK4, HES5, TNFRSF14, FAM213B, MMEL1, TTC34
1	3	(2.75e+06,3.75e+06]	2752566	3752566	449	17.3389968120855	35.5301718084359	0.078788987292469	0.923608445297505	-1.14006310950935	0.0921305182341651	0	10.9980806142035	0.104729678638382	0.822264875239923	-4.08465848355454	25.2808986235955	43.4357005758157	0.0540685489857034	0.732053742802303	-0.354922144973331	-1.09446895259926	0.129750479846449	-0.0630821317169491	0.398080614203455	ACTRT2, PRDM16, ARHGEF16, MEGF6, TPRG1L, WRAP73, TP73, CCDC27, SMIM1, LRRC47, CEP104
1	4	(3.75e+06,4.75e+06]	3752566	4752566	629	6.5113729137846	21.1085623332241	0.101033333213888	0.984644913627639	-2.91899824881565	0.00345489443378119	14.1573032292135	24.6641074856046	0.141747170160277	0.955086372360844	-3.59129106740048	0	14.3570057581574	0.0658098798579622	0.815355086372361	-2.3456611688337	-0.663113628951874	0.211132437619962	-0.105352152304623	0.355086372360845	CEP104, DFFB, C1orf174, AJAP1
1	5	(4.75e+06,5.75e+06]	4752566	5752566	583	17.3636611034256	38.2987687842329	0.056104696673236	0.723224568138196	-0.656494028064011	0.217274472168906	49.5505613022472	75.0095969289827	0.098266522030532	0.777735124760077	2.45760610759661	0	14.3570057581574	0.0553441664640904	0.742802303262956	-1.97263180659915	0.63209063036074	0.800767754318618	-0.438446762388065	0.164299424184261	AJAP1
1	6	(5.75e+06,6.75e+06]	5752566	6752566	364	43.8037814200055	62.8537989794485	0.0400460162514902	0.48253358925144	0.514743442824384	0.880614203454894	76.8539318157303	90.4030710172745	0.0753859880636693	0.609596928982726	3.04582542944383	18.2022470089888	40.3262955854127	0.0581227417841213	0.763531669865643	-0.562262223784973	0.720241253181344	0.824184261036468	-0.219508898882656	0.267946257197697	NPHP4, KCNAB2, AL035406.1, CHD5, RPL22, RNF207, ICMT, HES3, GPR153, ACOT7, HES2, ESPN, TNFRSF25, PLEKHG5, NOL9, TAS1R1, ZBTB48, KLHL21, PHF13, THAP3, DNAJC11
1	7	(6.75e+06,7.75e+06]	6752566	7752566	502	18.6708685444505	33.7947661626328	0.0719520394797103	0.877927063339731	-1.16599962484418	0.0848368522072937	0	10.9980806142035	0.115539158272382	0.880230326295585	-4.50624893684224	77.8651677606742	77.9270633397313	0.000569443098701781	0.141650671785029	0.0159028734858175	-3.86793574770797	0.00307101727447217	0.00190468196835895	0.519001919385797	DNAJC11, CAMTA1
1	8	(7.75e+06,8.75e+06]	7752566	8752566	307	30.9290213404768	49.5173446936005	0.0400740440629866	0.483301343570058	-0.0193419500158885	0.558157389635317	44.4943815775281	67.7543186180422	0.137369779785431	0.947024952015355	2.43890683880085	47.5280894123595	56.1228406909789	0.0231661121688173	0.397696737044146	0.141842414239016	1.4689615470551	0.942418426103647	0.00751410870056974	0.53742802303263	CAMTA1, VAMP3, PER3, UTS2, TNFRSF9, PARK7, ERRFI1, SLC45A1, RERE
1	9	(8.75e+06,9.75e+06]	8752566	9752566	364	16.6237323632228	35.0877767894762	0.0876992994179547	0.960076775431862	-1.30779152832711	0.0602687140115163	41.4606737426966	62.3800383877159	0.121453678222307	0.905182341650672	1.50360119872146	0	14.3570057581574	0.00936560205390471	0.232629558541267	-0.333818100078715	1.15381911564077	0.90978886756238	-0.0316518505640855	0.441842610364683	RERE, ENO1, CA6, SLC2A7, SLC2A5, GPR157, H6PD, SPSB1, SLC25A33, TMEM201, C1orf200, PIK3CD
1	10	(9.75e+06,1.08e+07]	9752566	10752566	245	41.016716498575	55.7923318196714	0.0142446375519379	0.0675623800383877	0.0825096673517755	0.625335892514395	40.4494377977528	60.3071017274472	0.0547242086164591	0.406909788867562	0.564047985163888	89.9999991	91.6314779270633	0.0395865859054051	0.594625719769674	1.64804807732867	0.228650546001177	0.661036468330134	0.977441182139269	0.962763915547025	PIK3CD, CLSTN1, CTNNBIP1, LZIC, NMNAT1, RBP7, UBE4B, KIF1B, PGD, APITD1, APITD1-CORT, CORT, DFFA, PEX14, CASZ1
1	11	(1.08e+07,1.18e+07]	10752566	11752566	399	35.9605367738558	50.2064510088479	0.0351196797087947	0.393090211132438	0.00725049330629577	0.577735124760077	42.4719096876404	64.4913627639155	0.0151545926259725	0.0890595009596929	0.219610699282326	47.5280894123595	56.1228406909789	0.00661858434534381	0.201535508637236	0.0405245375463469	0.175351345300284	0.635700575815739	0.0369154424558469	0.585028790786948	CASZ1, C1orf127, TARDBP, MASP2, SRM, EXOSC10, MTOR, ANGPTL7, UBIAD1, PTCHD2, FBXO2, FBXO44, FBXO6, MAD2L2, DRAXIN
1	12	(1.18e+07,1.28e+07]	11752566	12752566	400	7.54727315006851	25.459950376855	0.0697406266818224	0.86257197696737	-1.71143843952115	0.0272552783109405	30.3370783483146	42.6871401151631	0.0590323717913863	0.445681381957774	-0.431695463580004	6.06741566966292	34.0690978886756	0.00446557984689204	0.178119001919386	-0.0711407154111399	-0.354802298474007	0.289059500959693	-0.0394346230532384	0.432629558541267	DRAXIN, AGTRAP, C1orf167, MTHFR, CLCN6, NPPA, NPPB, KIAA2013, PLOD1, MFN2, MIIP, TNFRSF8, TNFRSF1B, VPS13D, DHRS3, AADACL4
1	13	(1.38e+07,1.48e+07]	13752566	14752566	562	27.9939706710058	44.5208557651795	0.0588709159954249	0.753934740882917	-0.322562239974932	0.35700575815739	25.2808986235955	34.6833013435701	0.0786834050897086	0.630710172744722	-1.20517000502087	0	14.3570057581574	0.0383338883420441	0.58042226487524	-1.36633456144292	-0.505662501146953	0.244529750479846	-0.504573454168171	0.142418426103647	LRRC38, PDPN, PRDM2
1	14	(1.48e+07,1.58e+07]	14752566	15752566	588	32.5075359862428	47.2028463086934	0.0732494042565886	0.887140115163148	-0.204889841502325	0.43147792706334	30.3370783483146	42.6871401151631	0.0911692413980639	0.731669865642994	-0.666707888150909	55.6179769719101	63.8195777351248	0.0578889572989784	0.761612284069098	0.80000094539855	-0.158934970649411	0.386180422264875	0.214664361164524	0.748176583493282	KAZN, TMEM51, C1orf195, FHAD1, EFHD2
1	15	(1.58e+07,1.68e+07]	15752566	16752566	346	41.1647022466155	60.7579233181967	0.0452961272443536	0.56468330134357	0.487292263506037	0.869865642994242	0	10.9980806142035	0.0232495903869887	0.132821497120921	-0.906778650026124	7.07865161460674	34.6257197696737	0.0832034038069027	0.914011516314779	-1.27919244624432	-0.0779725211538778	0.437619961612284	-1.10928819042838	0.0491362763915547	EFHD2, CTRC, CELA2A, CELA2B, CASP9, DNAJC16, AGMAT, DDI2, RSC1A1, PLEKHM2, SLC25A34, TMEM82, FBLIM1, SPEN, ZBTB17, C1orf64, HSPB7, CLCNKA, CLCNKB, FAM131C, EPHA2, ARHGEF19, C1orf134, RSG1, FBXO42, SZRD1, SPATA21
1	16	(1.68e+07,1.78e+07]	16752566	17752566	256	47.0101392942176	63.5616310097842	0.040204660486594	0.485220729366603	0.545240770392838	0.889443378119002	0	10.9980806142035	0.0251100532676754	0.144721689059501	-0.979340273318935	28.314606458427	44.5297504798464	0.0653055702626275	0.813435700575816	-0.357237764392492	-0.182709931989636	0.373896353166987	-0.305537711733771	0.21957773512476	SPATA21, NECAP2, FAM231B, NBPF1, FAM231A, FAM231C, CROCC, MFAP2, ATP13A2, SDHB, PADI2, PADI1, PADI3, PADI4, AC004824.2, RCC2
1	17	(1.78e+07,1.88e+07]	17752566	18752566	610	73.055630949356	80.7171948878798	0.0165796404681068	0.0944337811900192	0.509280047429815	0.877543186180422	72.8089880359551	89.193857965451	0.0611703909605008	0.468330134357006	2.39750361499698	89.9999991	91.6314779270633	-0.00671767266269486	0.09021113243762	-0.279666641178218	2.18122209886481	0.980806142034549	-0.148690325540051	0.317850287907869	RCC2, ARHGEF10L, ACTL8, IGSF21
1	18	(1.88e+07,1.98e+07]	18752566	19752566	552	42.0032881521787	55.6771686718787	0.0385151947278892	0.45489443378119	0.218657256900479	0.72552783109405	37.4157299629213	54.2610364683301	0.0797201197584523	0.637619961612284	0.339690337550411	73.8202239808989	76.0460652591171	0.0403410665026072	0.603071017274472	1.05072605074929	0.134832940125576	0.610748560460653	0.380762146605501	0.839539347408829	KLHDC7A, PAX7, TAS1R2, RP13-279N23.2, ALDH4A1, IFFO2, UBR4, EMC1, MRTO4, AKR7A3, AKR7A2, PQLC2, CAPZB
